administración,estrato,antiguedad,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,porteria,precio,Localidad,Tasa_Homicidios_100k,Tasa_Hurtos_100k,incluye_remodelado,incluye_deposito,incluye_zona_de_lavanderia,incluye_gas,incluye_parqueadero
117000,3,1,42.0,2,1,0,1,Apartamento,24 hrs,195350000.0,BOSA,21.5,880.0,True,False,False,True,True
0,3,1,49.0,3,1,1,0,Apartamento,24 hrs,142340000.0,BOSA,21.5,880.0,True,False,False,True,False
119900,2,8,46.0,3,1,0,1,Apartamento,24 hrs,132460000.0,KENNEDY,25.4,950.0,True,False,False,True,False
88200,2,11,48.0,3,1,0,0,Apartamento,24 hrs,110300000.0,USME,18.9,680.0,True,False,False,True,True
144800,3,8,59.0,3,2,0,3,Apartamento,24 hrs,177000000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True
106000,2,3,48.0,3,1,0,2,Apartamento,24 hrs,162000000.0,BOSA,21.5,880.0,True,False,False,True,True
81100,2,13,55.0,3,2,0,0,Apartamento,24 hrs,155000000.0,KENNEDY,25.4,950.0,True,False,True,True,True
281300,4,16,93.0,3,2,1,1,Apartamento,24 hrs,442000000.0,FONTIBON,10.1,810.0,True,False,False,True,True
118000,3,28,66.0,3,1,0,0,Apartamento,24 hrs,165000000.0,SUBA,9.8,750.0,True,False,False,True,False
67000,1,15,49.0,3,1,0,0,Apartamento,24 hrs,155085000.0,KENNEDY,25.4,950.0,True,False,False,True,True
166000,4,7,58.0,2,2,1,1,Apartamento,No,371000000.0,TEUSAQUILLO,6.5,1100.0,True,True,True,True,True
269100,4,19,105.0,3,2,1,0,casa con conjunto cerrado,24 hrs,400000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
300000,4,28,63.0,3,2,1,0,Apartamento,24 hrs,272000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
70000,2,11,38.0,3,1,0,0,Apartamento,24 hrs,110110000.0,KENNEDY,25.4,950.0,True,False,False,True,False
134200,3,15,55.0,3,2,0,0,Apartamento,24 hrs,235500000.0,FONTIBON,10.1,810.0,True,False,False,True,True
75400,2,13,50.0,3,1,0,0,Apartamento,24 hrs,138000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
308000,4,30,57.0,3,2,0,0,Apartamento,24 hrs,260000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
90000,2,10,42.0,2,1,0,0,Apartamento,24 hrs,119665000.0,USME,18.9,680.0,True,False,False,True,True
327000,3,18,75.0,2,2,1,0,Apartamento,24 hrs,317000000.0,SUBA,9.8,750.0,True,False,False,True,True
61000,2,3,57.0,3,2,0,0,Apartamento,24 hrs,148000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
125400,3,15,49.0,3,1,0,0,Apartamento,24 hrs,193000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
117350,2,4,47.0,2,1,0,1,Apartamento,24 hrs,164930000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,True,True,True
160000,4,1,56.0,2,2,1,1,Apartamento,24 hrs,407982000.0,LOS MARTIRES,20.2,1300.0,True,True,False,True,True
58800,2,3,45.0,2,1,0,0,Apartamento,24 hrs,115000000.0,USME,18.9,680.0,True,False,False,True,True
204000,3,2,52.0,3,2,1,1,Apartamento,24 hrs,244706000.0,KENNEDY,25.4,950.0,True,False,False,True,True
0,2,8,65.0,3,2,1,1,Apartamento,24 hrs,308428571.0,SUBA,9.8,750.0,True,True,False,True,True
451200,4,7,88.0,3,3,2,1,Apartamento,24 hrs,450000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
160000,2,11,42.0,3,1,0,0,Apartamento,No,110000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
130000,3,15,63.0,3,2,0,0,Apartamento,24 hrs,287000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
257700,3,15,78.0,3,2,1,1,Apartamento,No,315000000.0,SUBA,9.8,750.0,True,False,False,True,True
55000,2,14,39.0,2,1,0,0,Apartamento,24 hrs,120060018.0,USME,18.9,680.0,True,False,False,True,True
329000,3,2,63.0,2,2,1,1,Apartamento,24 hrs,353800000.0,KENNEDY,25.4,950.0,True,True,False,True,True
185000,3,9,47.0,2,2,0,0,Apartamento,24 hrs,156400000.0,RAFAEL URIBE URIBE,17.1,700.0,True,False,False,True,False
585000,4,12,149.0,3,2,2,1,Apartamento,24 hrs,780000000.0,SUBA,9.8,750.0,True,True,True,True,True
74000,2,12,37.0,2,1,0,0,Apartamento,24 hrs,115514000.0,USME,18.9,680.0,True,False,False,True,True
0,2,10,52.0,3,2,0,1,Apartamento,24 hrs,158690000.0,BOSA,21.5,880.0,True,False,False,True,True
59000,2,5,48.0,3,1,0,0,Apartamento,24 hrs,123000000.0,KENNEDY,25.4,950.0,False,True,True,False,True
0,3,27,75.0,3,2,1,0,Apartamento,24 hrs,272730000.0,FONTIBON,10.1,810.0,True,False,False,True,False
142645,4,1,35.0,1,1,0,1,Apartamento,24 hrs,220000000.0,USAQUEN,8.5,850.0,False,False,True,False,True
50000,2,12,41.0,2,1,0,0,Apartamento,24 hrs,107100000.0,BOSA,21.5,880.0,True,False,False,True,True
85000,2,23,47.0,3,1,0,0,Apartamento,24 hrs,145000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
70000,2,26,60.0,3,2,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
330000,4,12,89.0,3,2,1,1,Apartamento,24 hrs,550000000.0,FONTIBON,10.1,810.0,True,False,False,True,False
579000,4,35,119.0,3,2,1,1,Apartamento,24 hrs,439000000.0,SUBA,9.8,750.0,True,True,False,True,False
144000,3,2,42.0,1,1,0,1,Apartamento,24 hrs,216000000.0,SUBA,9.8,750.0,True,False,False,True,False
100000,3,16,55.0,3,2,0,0,Apartamento,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,False,True,True
130200,3,13,59.0,2,2,0,0,Apartamento,24 hrs,195000000.0,SUBA,9.8,750.0,True,False,False,True,True
112600,2,5,41.0,3,1,0,2,Apartamento,24 hrs,170500000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True
50000,1,6,49.0,3,1,0,0,Apartamento,24 hrs,103000000.0,USME,18.9,680.0,True,False,False,True,True
48000,1,10,45.0,2,1,0,0,Apartamento,No,98000000.0,USME,18.9,680.0,True,False,False,True,False
250000,3,27,45.0,2,1,1,0,Apartamento,24 hrs,205100000.0,USAQUEN,8.5,850.0,True,True,False,True,True
240000,3,5,55.0,2,2,1,2,Apartamento,24 hrs,258500000.0,USAQUEN,8.5,850.0,True,True,False,True,True
210482,5,36,52.0,1,1,1,0,Apartamento,No,242000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
232000,4,29,60.0,3,2,1,0,Apartamento,24 hrs,257000000.0,USAQUEN,8.5,850.0,True,False,True,True,True
80000,2,12,41.0,2,1,0,0,Apartamento,24 hrs,123500000.0,USME,18.9,680.0,True,False,False,True,True
150000,3,36,66.0,3,1,1,0,Apartamento,24 hrs,240000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
54000,3,27,49.0,3,1,0,0,Apartamento,24 hrs,171000000.0,SUBA,9.8,750.0,True,False,False,True,True
121000,3,15,52.0,3,1,0,0,Apartamento,No,162000000.0,SUBA,9.8,750.0,True,False,False,True,False
155333,4,1,31.0,1,1,0,1,Apartamento,24 hrs,242000000.0,SUBA,9.8,750.0,True,False,False,True,True
80000,3,17,37.0,2,1,0,0,Apartamento,24 hrs,140000000.0,SUBA,9.8,750.0,True,False,False,True,True
0,3,25,65.0,3,2,1,0,Apartamento,No,279000000.0,PUENTE ARANDA,15.9,870.0,True,False,False,True,False
0,3,29,63.0,3,2,0,0,Apartamento,24 hrs,230242623.0,USAQUEN,8.5,850.0,True,False,False,True,False
78300,2,14,47.0,3,1,0,0,Apartamento,24 hrs,135000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
45000,2,16,39.0,2,1,0,0,casa con conjunto cerrado,24 hrs,110000000.0,BOSA,21.5,880.0,True,False,True,True,True
0,2,5,89.0,3,2,1,1,Apartamento,24 hrs,485000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
274000,3,18,83.0,3,2,1,0,casa con conjunto cerrado,24 hrs,334000000.0,SUBA,9.8,750.0,True,False,False,True,True
224000,3,29,39.0,1,1,0,0,Apartamento,No,192000000.0,SUBA,9.8,750.0,True,False,False,True,False
74000,3,16,44.0,2,1,0,0,casa con conjunto cerrado,24 hrs,163800000.0,SUBA,9.8,750.0,True,False,False,True,True
103000,3,22,53.0,3,1,0,0,Apartamento,24 hrs,165000000.0,SUBA,9.8,750.0,True,False,False,True,True
113000,3,23,53.0,3,1,0,0,Apartamento,No,164000000.0,SUBA,9.8,750.0,True,False,False,True,False
464000,6,18,61.0,1,2,1,1,Apartamento,24 hrs,341100000.0,USAQUEN,8.5,850.0,True,False,False,True,True
100000,2,8,49.0,3,2,0,0,Apartamento,24 hrs,147000000.0,BOSA,21.5,880.0,False,False,False,False,True
110000,2,13,59.0,3,2,0,0,Apartamento,24 hrs,155000000.0,SUBA,9.8,750.0,True,False,False,True,True
112600,3,5,45.0,3,1,0,2,Apartamento,24 hrs,167500000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True
56000,2,14,40.0,3,1,0,0,Apartamento,24 hrs,113200000.0,KENNEDY,25.4,950.0,True,False,False,True,True
100000,3,16,56.0,3,2,0,0,Apartamento,24 hrs,226000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
167000,3,11,50.0,3,2,0,1,Apartamento,24 hrs,180000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
437100,4,16,110.0,3,2,1,1,Apartamento,24 hrs,560000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
68000,3,5,56.0,2,2,1,0,Apartamento,No,235000000.0,FONTIBON,10.1,810.0,True,False,False,True,False
239000,3,28,61.0,3,2,0,0,Apartamento,24 hrs,250000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
70000,2,6,50.0,2,1,0,0,Apartamento,24 hrs,143000000.0,BOSA,21.5,880.0,True,False,False,True,True
114000,3,10,55.0,3,2,0,1,Apartamento,24 hrs,170000000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True
95000,2,8,40.0,3,2,0,0,Apartamento,24 hrs,165000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
122600,3,7,53.0,2,2,0,1,Apartamento,24 hrs,183500000.0,SUBA,9.8,750.0,True,False,False,True,True
88000,2,8,42.0,3,1,0,0,Apartamento,24 hrs,139360000.0,RAFAEL URIBE URIBE,17.1,700.0,True,False,False,True,True
160000,3,10,49.0,3,2,0,2,Apartamento,24 hrs,199500000.0,USAQUEN,8.5,850.0,True,False,False,True,True
318700,4,3,87.0,3,2,1,1,Apartamento,24 hrs,466210000.0,KENNEDY,25.4,950.0,True,True,True,True,True
55000,2,14,38.0,2,1,0,0,Apartamento,24 hrs,112000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
250000,4,14,58.0,3,2,1,1,Apartamento,24 hrs,317860000.0,SUBA,9.8,750.0,True,True,False,True,True
440999,6,37,141.0,3,3,1,1,Apartamento,24 hrs,745000000.0,USAQUEN,8.5,850.0,True,True,True,True,True
140700,5,20,84.0,3,2,2,1,Apartamento,24 hrs,455000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
75000,3,8,51.0,3,2,0,1,Apartamento,24 hrs,146500000.0,BOSA,21.5,880.0,True,False,False,True,True
61200,2,9,40.0,1,1,0,0,Apartamento,24 hrs,132000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
172800,3,20,54.0,2,3,0,0,Apartamento,24 hrs,213170000.0,SUBA,9.8,750.0,True,False,False,True,False
491400,5,8,105.0,3,2,2,1,Apartamento,24 hrs,577000000.0,SUBA,9.8,750.0,True,True,False,True,True
87600,3,20,61.0,3,2,0,0,casa con conjunto cerrado,24 hrs,191000000.0,SUBA,9.8,750.0,True,False,False,True,False
138600,3,8,55.0,3,2,0,1,Apartamento,24 hrs,198600000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,False
60000,1,4,43.0,3,1,0,0,Apartamento,24 hrs,124000000.0,USME,18.9,680.0,True,False,False,True,True
91000,2,14,50.0,3,2,0,0,Apartamento,24 hrs,151000000.0,BOSA,21.5,880.0,True,False,False,True,True
216900,3,15,67.0,3,2,1,0,Apartamento,24 hrs,262000000.0,SUBA,9.8,750.0,True,False,False,True,True
166000,3,20,69.0,3,3,1,0,casa con conjunto cerrado,24 hrs,276000000.0,SUBA,9.8,750.0,True,False,False,True,False
63000,2,8,43.0,3,2,0,0,Apartamento,24 hrs,160000000.0,SUBA,9.8,750.0,True,False,False,True,True
103000,3,10,56.0,2,2,1,1,Apartamento,No,235500000.0,SUBA,9.8,750.0,True,True,False,True,True
150800,3,14,61.0,3,2,0,0,Apartamento,24 hrs,254000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
205000,4,6,53.0,3,2,1,1,Apartamento,24 hrs,339870000.0,SUBA,9.8,750.0,True,True,False,True,False
445900,4,15,116.0,3,2,2,1,Apartamento,24 hrs,540000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
120000,3,2,43.0,2,1,0,1,Apartamento,No,180000000.0,BOSA,21.5,880.0,True,False,False,True,True
65000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,119000000.0,BOSA,21.5,880.0,True,False,False,True,True
601000,5,39,54.0,2,1,1,1,Apartamento,24 hrs,357000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False
452000,5,26,102.0,3,3,2,0,Apartamento,24 hrs,476000000.0,SUBA,9.8,750.0,True,True,False,True,True
63000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,True
60000,2,10,44.0,3,1,0,0,Apartamento,24 hrs,125000000.0,USME,18.9,680.0,True,False,False,True,False
110000,3,3,45.0,3,1,0,1,Apartamento,24 hrs,181845000.0,FONTIBON,10.1,810.0,True,False,False,True,True
414000,4,24,82.0,3,2,2,0,Apartamento,24 hrs,415000000.0,SUBA,9.8,750.0,True,False,False,True,True
268000,3,11,54.0,3,2,0,0,Apartamento,24 hrs,233000000.0,ANTONIO NARINO,13.5,830.0,True,False,False,True,True
65000,2,12,48.0,3,2,0,0,Apartamento,24 hrs,136500000.0,KENNEDY,25.4,950.0,True,False,False,True,True
893000,6,30,143.0,4,4,2,1,Apartamento,24 hrs,700000000.0,USAQUEN,8.5,850.0,True,True,False,True,False
712000,5,26,117.0,2,4,1,1,Apartamento,24 hrs,656800000.0,USAQUEN,8.5,850.0,True,False,False,True,False
88200,2,10,48.0,3,1,0,0,Apartamento,24 hrs,110380000.0,USME,18.9,680.0,True,False,False,True,False
67000,2,24,36.0,2,1,0,0,Apartamento,24 hrs,125000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
300000,5,26,66.0,2,2,1,0,Apartamento,No,350000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
46000,1,7,57.0,3,1,0,0,Apartamento,24 hrs,165000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
127000,3,12,54.0,3,2,0,1,Apartamento,24 hrs,219000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
539000,5,5,100.0,3,3,1,1,Apartamento,24 hrs,626000000.0,SUBA,9.8,750.0,True,True,False,True,True
75000,1,5,44.0,2,1,0,1,Apartamento,24 hrs,117000000.0,SUBA,9.8,750.0,True,False,False,True,False
90000,3,20,49.0,3,1,0,0,Apartamento,24 hrs,152885000.0,KENNEDY,25.4,950.0,True,False,False,True,False
236201,3,28,61.0,3,2,1,0,Apartamento,24 hrs,290000000.0,SUBA,9.8,750.0,True,False,False,True,True
67000,1,7,48.0,3,1,0,0,Apartamento,24 hrs,130000000.0,USME,18.9,680.0,True,False,False,True,True
214000,3,4,71.0,3,2,1,3,Apartamento,24 hrs,341000000.0,KENNEDY,25.4,950.0,True,True,True,True,True
87700,2,10,46.0,2,1,0,0,Apartamento,24 hrs,155000000.0,BOSA,21.5,880.0,True,False,False,True,True
58000,3,20,68.0,3,2,0,0,casa con conjunto cerrado,24 hrs,241430000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
193500,3,10,55.0,3,1,0,2,Apartamento,24 hrs,234000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
199300,4,1,39.0,2,1,0,3,Apartamento,No,278000000.0,SUBA,9.8,750.0,True,False,False,True,True
144800,3,10,59.0,3,2,0,3,Apartamento,24 hrs,176200000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True
0,2,15,42.0,3,0,0,0,Apartamento,24 hrs,123200000.0,KENNEDY,25.4,950.0,True,False,False,True,False
242000,3,5,71.0,3,2,1,1,Apartamento,24 hrs,330000000.0,KENNEDY,25.4,950.0,True,True,True,True,True
75000,2,10,57.0,3,2,0,0,Apartamento,24 hrs,160000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
69000,2,17,62.0,3,1,0,0,Casa,24 hrs,167613000.0,KENNEDY,25.4,950.0,True,False,False,True,True
578000,5,6,55.0,2,2,1,1,Apartamento,24 hrs,420000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
660000,5,8,83.0,2,2,2,1,Apartamento,24 hrs,580000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
495000,4,7,83.0,2,2,2,1,Apartamento,24 hrs,570000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
816000,5,32,85.0,1,2,2,1,Apartamento,24 hrs,600000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False
350000,4,30,89.0,3,2,1,2,Apartamento,24 hrs,360000000.0,SUBA,9.8,750.0,True,False,False,True,False
170000,4,1,41.0,2,1,0,2,Apartamento,24 hrs,217100000.0,SUBA,9.8,750.0,True,False,False,True,False
58000,2,14,44.0,2,1,0,0,Apartamento,24 hrs,123290000.0,BOSA,21.5,880.0,True,False,False,True,False
200000,4,1,39.0,1,1,0,2,Apartamento,24 hrs,253000000.0,SUBA,9.8,750.0,True,False,False,True,True
745000,4,32,117.0,4,2,1,1,Apartamento,24 hrs,440000000.0,SUBA,9.8,750.0,True,False,False,True,False
268000,3,31,52.0,3,1,1,0,Apartamento,24 hrs,224100000.0,USAQUEN,8.5,850.0,True,False,False,True,True
45000,2,6,50.0,2,1,0,0,Apartamento,24 hrs,105500000.0,USME,18.9,680.0,True,False,False,True,True
414000,4,35,38.0,1,1,1,1,Apartamento,24 hrs,240000000.0,CHAPINERO,5.2,1050.0,True,True,False,True,False
1976535,4,10,193.0,3,4,3,1,Apartamento,24 hrs,1530000000.0,CHAPINERO,5.2,1050.0,True,True,False,True,True
900000,5,11,104.0,3,2,2,1,Apartamento,24 hrs,540000000.0,SUBA,9.8,750.0,True,False,True,True,True
175000,3,23,64.0,3,1,0,0,Apartamento,24 hrs,260000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
159200,3,16,58.0,3,2,0,0,Apartamento,24 hrs,226000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
559000,4,35,59.0,1,1,1,1,Apartamento,24 hrs,333360000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False
40000,2,7,45.0,2,1,0,0,Apartamento,24 hrs,100000000.0,USME,18.9,680.0,True,False,False,True,False
80300,2,6,51.0,3,2,0,0,Apartamento,24 hrs,150500000.0,KENNEDY,25.4,950.0,True,False,True,True,False
267000,4,25,93.0,3,1,1,0,Apartamento,No,430670000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False
514500,4,29,59.0,1,2,1,1,Apartamento,No,380000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,False
596000,5,12,67.0,2,2,1,1,Apartamento,24 hrs,410000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
289000,4,28,75.0,2,2,1,0,Apartamento,24 hrs,313000000.0,SUBA,9.8,750.0,True,False,False,True,True
120000,3,1,43.0,2,1,0,1,Apartamento,24 hrs,184000000.0,BOSA,21.5,880.0,True,False,False,True,True
400000,4,30,95.0,4,3,1,3,Apartamento,24 hrs,650000000.0,FONTIBON,10.1,810.0,True,False,False,True,False
220000,3,6,46.0,2,2,1,1,Apartamento,24 hrs,243600000.0,FONTIBON,10.1,810.0,True,True,False,True,True
170000,4,2,39.0,3,2,0,2,Apartamento,24 hrs,220000000.0,SUBA,9.8,750.0,True,False,False,True,False
145000,2,8,62.0,3,2,0,3,Apartamento,24 hrs,175670000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,True
231000,3,19,66.0,3,3,1,0,Apartamento,24 hrs,276000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
65000,1,6,48.0,3,1,0,0,Apartamento,24 hrs,129000000.0,USME,18.9,680.0,True,False,False,True,True
245000,4,26,68.0,3,2,1,0,Apartamento,24 hrs,352000000.0,SUBA,9.8,750.0,True,True,False,True,True
123000,3,1,26.0,1,1,0,1,Apartamento,24 hrs,163000000.0,PUENTE ARANDA,15.9,870.0,True,False,False,True,True
470000,4,19,95.0,3,3,1,1,Apartamento,24 hrs,739375000.0,TEUSAQUILLO,6.5,1100.0,True,True,True,True,True
69000,3,17,37.0,2,1,0,0,Apartamento,24 hrs,134000000.0,SUBA,9.8,750.0,True,False,False,True,True
100800,3,3,39.0,2,1,0,2,Apartamento,24 hrs,175000000.0,KENNEDY,25.4,950.0,True,False,True,True,True
